signature,entropy,frequency,bug_count
nsGlobalWindow::SetDocShell(nsIDocShell*),0.21901796368012952,28,1
JSString::flatten(),0.07478392981391614,3,2
"@0x0 | nsXULPrototypeCache::HasData(nsIURI*, int*)",0.5779009967099263,1800,1
_pixman_setup_combiner_functions_32,0.07478392981391614,3,1
NtFindAtom,0.5423628153387432,314,1
"js::Bindings::getLocalNameArray(JSContext*, js::Vector<JSAtom*, int, js::TempAllocPolicy>*)",0.5978983928423047,5985,3
nsCOMPtr_base::~nsCOMPtr_base() | nsSocketTransport::~nsSocketTransport(),0.08143773176420468,2,1
F_1441563101_______________________,0.4458771213984332,135,1
nsAString_internal::Finalize(),0.4163907560868244,47,1
insertCell,0.12215659764630703,4,1
"nsCoreUtils::IsAncestorOf(nsINode*, nsINode*, nsINode*)",0.17090358386386967,18,1
nsHtml5NamedCharacters::initializeStatics(),0.07478392981391614,3,1
nsContainerFrame::DestroyFrom,0.0,1,1
nsURIHashKey::HashKey(nsIURI const*),0.20535669374824558,7,3
nsPluginInstanceOwner::ProcessEvent(nsGUIEvent const&),0.0,1,1
XPCWrappedNative::FlatJSObjectFinalized,0.28067020289291955,20,1
setsockopt,0.2207595370731471,18,1
mozcomp.dll@0xadb6,0.35685543744125026,41,1
PL_DHashTableOperate,0.3694790445836221,46,13
"nsBlockReflowContext::ReflowBlock(nsRect const&, int, nsCollapsingMargin&, int, int, nsLineBox*, nsHTMLReflowState&, unsigned int&, nsBlockReflowState&)",0.2669214038944282,11,1
F382462422_____________________________________,0.4721934920741591,139,1
hashKey,0.3868899711581142,52,1
"LocationStep::fromDescendants(txXPathNode const&, txIMatchContext*, txNodeSet*)",0.4956254258238139,123,1
nsAsyncInstantiateEvent::Run(),0.08143773176420468,2,1
OSServices@0x56c9f,0.23184183509252804,28,1
"nsImageLoadingContent::OnStopDecode(imgIRequest*, unsigned int, unsigned short const*)",0.0,1,1
js_NewGCString(JSContext*),0.38874767588623776,30,1
nsAString_internal::SetLength(unsigned int),0.28679442551245027,14,1
nsContentList::ContentAppended,0.08143773176420468,2,1
"WaitForSingleObjectEx | WaitForSingleObject | google_breakpad::ExceptionHandler::WriteMinidumpOnHandlerThread(_EXCEPTION_POINTERS*, MDRawAssertionInfo*)",0.48086109747905026,151,1
nsXBLPrototypeBinding::ConstructAttributeTable(nsIContent*),0.16287546352840937,4,1
js_ValueToBoolean,0.4552024106103153,101,5
"nsTextControlFrame::CalcIntrinsicSize(nsIRenderingContext*, nsSize&)",0.16287546352840937,4,3
js::mjit::ic::GetGlobalName,0.0,1,2
"nsGenericHTMLElement::SetAttr(int, nsIAtom*, nsAString_internal const&, int)",0.08143773176420468,2,1
nsDocShellEditorData::TearDownEditor(),0.1290757509900526,3,1
mozalloc_abort(char const* const) | mozalloc.dll@0x106f,0.36912997924477886,27,4
mozalloc_abort(char const* const) | NS_DebugBreak_P | write_string,0.1290757509900526,3,1
"XPCNativeSet::GetNewOrUsed(XPCCallContext&, nsIClassInfo*)",0.22862461710944693,7,1
nsRegion::SetToElements,0.07478392981391614,3,1
ConvertWinError,0.0,2,1
"nsTextFrame::Reflow(nsPresContext*, nsHTMLReflowMetrics&, nsHTMLReflowState const&, unsigned int&)",0.21051348275425724,6,2
nsDocument::EnsureCatalogStyleSheet(char const*),0.0,1,1
nsImageLoader::Load,0.0,1,1
nsAString_internal::IsEmpty(),0.0,1,1
syncJournal,0.18909255736720781,5,1
js_XDRScript,0.21051348275425724,6,1
"nsPluginStreamListenerPeer::SetUpStreamListener(nsIRequest*, nsIURI*)",0.4769172539317146,85,2
GeForceGLDriver@0x12910,0.05293635161491743,6,2
"nsTHashtable<nsPtrHashKey<nsIFrame> >::s_EnumStub(PLDHashTable*, PLDHashEntryHdr*, unsigned int, void*)",0.5538745520822721,384,1
FinderKit@0x78d87,0.2420964375306899,198,1
ntdll.dll@0x82825,0.5635308029896902,2299,1
nsRefreshDriver::Notify(nsITimer*),0.4248240949621111,49,4
"XPCCallContext::Init(XPCContext::LangType, int, JSObject*, JSObject*, int, int, unsigned int, int*, int*)",0.38675341108917366,43,2
"nsHttpChannel::OnStopRequest(nsIRequest*, nsISupports*, unsigned int)",0.28503206117471636,16,1
nsGlobalWindow::SaveWindowState(nsISupports**),0.1290757509900526,3,1
nsINode::GetUserData(nsAString_internal const&),0.0,2,1
nsCOMPtr_base::assign_with_AddRef(nsISupports*) | nsSocketTransport::SendStatus(unsigned int),0.16287546352840937,4,1
"nsTypedSelection::selectFrames(nsPresContext*, nsIRange*, bool)",0.4275584507662195,166,2
nsXULButtonAccessible::ContainsMenu(),0.18336757216618904,6,1
nsBuiltinDecoderStateMachine::GetBuffered,0.496498793526799,150,1
balance,0.15651746466152594,5,2
"nsTHashtable<mozilla::places::History::KeyClass>::s_HashKey(PLDHashTable*, void const*)",0.47240902402638724,166,3
"nsEventTargetChainItem::HandleEventTargetChain(nsEventChainPostVisitor&, unsigned int, nsDispatchingCallback*, int, nsCxPusher*)",0.41285351859552827,57,1
PL_HashTableLookupConst,0.15651746466152594,5,3
@0x0 | __NSThreadPerformPerform,0.15651746466152594,5,1
SetOrigin,0.12394237195584407,5,1
libappmenu.so@0x4238,0.0,3,1
mozilla::storage::Connection::getFilename(),0.2645394813495184,17,4
"mozilla::FrameLayerBuilder::StoreNewDisplayItemData(mozilla::FrameLayerBuilder::DisplayItemDataEntry*, void*)",0.48264970329918916,122,1
F1949931376__________________,0.32450144377158274,39,1
nsXBLService::GetBinding,0.0,2,1
NewScopeProperty,0.2581515019801053,9,1
nsTextFrame::ClearTextRun(),0.08143773176420468,2,3
"nsPluginStreamListenerPeer::OnStartRequest(nsIRequest*, nsISupports*)",0.0,1,1
"nsStyleSet::FileRules(int (*)(nsIStyleRuleProcessor*, void*), RuleProcessorData*)",0.4078700841193315,50,1
"xpc::XrayWrapper<JSCrossCompartmentWrapper>::resolveOwnProperty(JSContext*, JSObject*, int, bool, js::PropertyDescriptor*)",0.5617375502027625,399,1
RapportTanzan8.dylib@0x7e63,0.44406525433354216,64,1
nsGenericElement::cycleCollection::Traverse,0.16287546352840937,4,1
nsDocument::AddToIdTable,0.0,1,1
nsRefPtr<nsIDOMEventListener>::~nsRefPtr<nsIDOMEventListener>(),0.0,1,1
"memcpy | nsFastLoadFileReader::Read(char*, unsigned int, unsigned int*)",0.08089965060165719,16,1
js_LookupPropertyWithFlags,0.4793398653983174,123,13
js::StackFrame::scopeChain(),0.5005343762203877,148,1
"nsObjectFrame::CreateWidget(int, int, bool)",0.5555970518197388,318,1
@0x0,0.5594625358994642,449,6
@0x1,0.5643154200200622,481,1
nsRDFResource::Release(),0.2902766642697591,35,1
jvm.dll@0x5e4e2,0.5460004667318746,676,1
RtlpCreateSplitBlock,0.408406973715661,87,1
@0x0 | F1009621517________________,0.2155200174815558,10,2
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | mozilla::Preferences::GetBranch(char const*, nsIPrefBranch**)",0.4795466058847186,3222,1
fslsp.dll@0x19d6f,0.0,1,1
"free | js_json_stringify(JSContext*, unsigned int, int*)",0.24431319529261405,8,2
nsRuleNode::WalkRuleTree,0.08143773176420468,2,1
GetMemberInfo,0.5171778367477171,247,1
"hang | mozilla::plugins::PPluginInstanceParent::CallPaint(mozilla::plugins::NPRemoteEvent const&, short*)",0.5704255467366623,379,1
jvm.dll@0xca552,0.39123159237073957,43,1
"js::mjit::Compiler::jsop_relational_full(JSOp, int (*)(js::VMFrame&), unsigned char*, JSOp)",0.20535669374824558,7,1
F802827052_____________,0.3978427849769503,122,1
call_enumerate,0.08143773176420468,2,2
JS_GetUCProperty,0.0,1,1
pngu3267.dll@0x8cc2,0.12394237195584407,5,1
layout_flush_block,0.31128780847449394,45,3
StartRequest,0.5193199175299075,198,3
nsPrintEngine::DoCommonPrint,0.08143773176420468,2,1
hang | mozilla::plugins::PPluginInstanceParent::CallSetPluginFocus(),0.5883337399890595,503,1
sqlite3MemMalloc,0.4864712704179655,105,1
imgRequest::NotifyProxyListener(imgRequestProxy*),0.4307860603613063,46,1
nsLinkableAccessible::NativeState(),0.30539149411576755,16,1
js::mjit::Compiler::finishThisUp(js::mjit::JITScript**),0.46608665926942644,148,1
@0x0 | nsSupportsArray::Release(),0.0,1,1
nsCycleCollector::BeginCollection(nsICycleCollectorListener*),0.0790720140674944,5,1
ReleaseObjects,0.5561472347569696,338,2
nsGenericElement::SaveSubtreeState,0.18909255736720781,5,1
skypeffcomponent.dll@0x87107,0.6079831561898975,3955,1
@0x1a2689,0.0,2,1
myMCSetControllerPort,0.16665737842303296,10,1
NS_InvokeByIndex_P,0.49700377950382774,133,2
"nsDocLoader::FireOnLocationChange(nsIWebProgress*, nsIRequest*, nsIURI*)",0.2751604638318496,14,1
CERT_DestroyCertificate,0.40569491191172896,49,1
nsAppShell::ProcessNextNativeEvent(int),0.48532724357777846,194,3
F_977001240_________________,0.3739288955196731,69,1
_SEH_epilog,0.3541889780496272,31,1
hang | mozilla::plugins::PPluginInstanceParent::CallNPP_SetWindow(mozilla::plugins::NPRemoteWindow const&),0.6195997119050589,4767,3
@0x0 | BaseThreadStart,0.5431422597216011,1129,1
PresShell::~PresShell(),0.20538010372004878,10,1
js::gc::MarkObjectRange,0.523979005953991,236,2
"mozilla::plugins::PPluginInstanceChild::OnCallReceived(IPC::Message const&, IPC::Message*&)",0.08143773176420468,2,1
js::ContextStack::popInvokeArgs(js::InvokeArgsGuard const&),0.4343027858633987,93,2
_MD_CURRENT_THREAD,0.4827310735854653,284,1
"PresShell::DoReflow(nsIFrame*, int)",0.2705302891314126,10,1
"nsXBLService::GetBinding(nsIContent*, nsIURI*, int, nsIPrincipal*, int*, nsXBLBinding**, nsTArray<nsIURI*, nsTArrayDefaultAllocator>&)",0.3561725831805559,30,1
icf.dll@0x175af,0.0,1,1
sqlite3VdbeHalt,0.34417437996835715,48,1
nvappfilter.dll@0x5628,0.07478392981391614,3,1
nsScriptSecurityManager::doGetObjectPrincipal(JSObject*),0.4179022863557584,39,1
JS_GetContextPrivate,0.4096254355326905,165,1
CalcQuirkContainingBlockHeight,0.0,9,1
js_ValueToString,0.4552024106103153,101,16
MarkOutOfFlowFrameForDisplay,0.23100559139203686,18,1
nsDownloadManager::RemoveDownloadsForURI,0.5546735239260936,245,1
js::VisitFrameSlots<js::DefaultSlotMap>,0.11164710677317627,5,1
mozilla::ipc::AsyncChannel::ReportConnectionError(char const*),0.5930542183044129,590,2
JSLinearString::mark(JSTracer*),0.5594133719987514,341,1
nsCSSCompressedDataBlock::MapRuleInfoInto,0.044266655321848,16,2
"js::gc::MarkChildren(JSTracer*, js::Shape const*)",0.5379637781464205,220,1
js::mjit::ic::CallProp,0.0,1,1
nsLinkableAccessible::GetValue(nsAString_internal&),0.5095359454419076,672,1
hang | NtUserPeekMessage,0.5757827794699091,2392,1
nsFrame::~nsFrame(),0.4970309332975308,135,1
js_DestroyContext,0.08143773176420468,2,1
orangetoolbar.dll@0x9236,0.459878355208964,628,1
js_GC,0.4792960654585479,99,7
bDIBSectionSelected,0.2888265353657058,13,1
"@0x0 | XPCWrappedNative::CallMethod(XPCCallContext&, XPCWrappedNative::CallMode)",0.14251603058735818,8,1
NormalizeColor,0.2240864380482914,12,1
js::mjit::Compiler::finishThisUp,0.46608665926942644,148,1
"TimerThread::UpdateFilter(unsigned int, unsigned int, unsigned int)",0.3063849314387181,32,1
je_free | DefaultFreeEntry,0.3515526576756905,23,1
strchr | rfmozhlp.dll@0x3d6f,0.24005422825472644,9,1
"nsXPCWrappedJS::QueryInterface(nsID const&, void**)",0.41178227595691347,67,1
xul.dll@0x1b3c72,0.40474634286803873,62,1
"nsTreeBodyFrame::GetItemWithinCellAt(int, nsRect const&, int, nsTreeColumn*)",0.1290757509900526,3,1
nvd3dum.dll@0x41566c,0.3691473588223158,50,1
RecycleTree,0.16287546352840937,4,1
IsContinuationPlaceholder,0.07478392981391614,3,4
PL_DHashTableOperate | mozilla::storage::AsyncBindingParams::BindByName,0.08143773176420468,2,1
F_20680835_________________________________,0.5047081740964278,143,1
"nsHttpConnectionMgr::GetConnection(nsHttpConnectionMgr::nsConnectionEntry*, nsHttpTransaction*, int, nsHttpConnection**)",0.29195121451846195,12,1
hang | F_1440603502__________________,0.6370393747791826,9000,1
"JSAutoEnterCompartment::enter(JSContext*, JSObject*)",0.5975851742754736,1765,2
js::Interpret(JSContext*),0.24005422825472644,9,1
nsAttrValue::Contains,0.1290757509900526,3,1
call_trace,0.32322649010553234,23,1
nsCStringKey::HashCode(),0.07478392981391614,3,1
"nsTHashtable<nsBaseHashtableET<nsURIHashKey, nsCOMPtr<nsIStorageStream> > >::s_HashKey(PLDHashTable*, void const*)",0.47240902402638724,166,2
nsCharTraits<unsigned short>::length(unsigned short const*),0.10192984040198437,6,2
AttributeEnumFunc,0.32329279284258106,17,1
js::analyze::ScriptAnalysis::analyzeBytecode,0.45359902677245584,123,1
NotificationController::Shutdown(),0.2219569545293476,9,1
cairo_dwrite_font_face_create_for_dwrite_fontface,0.10192984040198436,6,1
"nsScriptSecurityManager::CheckPropertyAccessImpl(unsigned int, nsAXPCNativeCallContext*, JSContext*, JSObject*, nsISupports*, nsIURI*, nsIClassInfo*, char const*, int, void**)",0.5002449201318996,294,3
"PL_DHashTableOperate | mozilla::scache::StartupCache::GetBuffer(char const*, char**, unsigned int*)",0.5265459784909171,452,1
GraphWalker::DoWalk(nsDeque&),0.6214788511243832,3709,1
igd10umd32.dll@0x3da3,0.14043186132319133,14,1
CellCallback,0.16287546352840937,4,1
JSRopeNodeIterator::init(),0.4260951523426462,44,1
js_ReportOutOfMemory,0.497906739848534,228,1
nsSHistory::EvictGlobalContentViewer(),0.35069179084413876,29,1
gfxDWriteFont::GetSpaceGlyph(),0.0,1,1
nsContentList::~nsContentList(),0.22862461710944693,7,1
2puabtn.dll@0x2c2f,0.539878403156092,272,1
nsDiskCacheMap::DeleteRecord(nsDiskCacheRecord*),0.5959197044768505,1325,2
objc_msgSend | TFSInfo::~TFSInfo(),0.08143773176420468,2,1
nsBlockInFlowLineIterator::Prev(),0.30135541717558345,13,2
PInvokeCalliWorker,0.4316428693961864,100,1
"operator new(unsigned int) | std::_Allocate<MessageLoop::PendingTask>(unsigned int, MessageLoop::PendingTask*)",0.1290757509900526,3,1
nsGenericHTMLFormElement::IsDisabled,0.0,1,1
RtlpWaitOnCriticalSection | nvlsp64.dll@0x3391,0.24017216220737392,27,1
nsGenericElement::GetBaseURI(),0.21051348275425724,6,2
@0x0 | datamngr.dll@0xd2d1,0.5597617144253467,1788,1
JS_GetFrameFunctionObject,0.2151262516500877,9,3
PR_EnterMonitor,0.481850814949347,87,2
F_397880079__________________________,0.5471293338009012,296,1
hang | RtlpWaitOnCriticalSection | RtlpDeCommitFreeBlock | F_1706698279__________________________________,0.5895059690283307,1215,1
RtlpWaitOnCriticalSection | EtwEventEnabled | nvlsp.dll@0x5d40,0.43392300085089947,515,1
EmitEnterBlock,0.2239537623515629,8,1
gfxWindowsPlatform::VerifyD2DDevice(int),0.4303070462708847,379,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsComponentManagerImpl::RegisterJarManifest(nsIZipReader*, char const*, bool)",0.3654492550779847,39,1
nsPIDOMWindow::IsOuterWindow(),0.1290757509900526,3,1
GetPropertyHelper<ScopeNameCompiler>::testForGet(),0.24005422825472644,9,1
libPDFRIP.A.dylib@0x181c2,0.31128780847449394,45,2
StopRequest,0.2648053039303937,12,2
sblsp.dll@0x4872,0.38470159710647756,44,1
UnlockEnumerator,0.2824032593757832,14,2
__ClientMonitorEnumProc,0.2533184180000202,19,1
rlxf.dll@0xd8ad,0.25977806545356796,15,1
nsGlobalChromeWindow::Release(),0.16287546352840937,4,1
nsTransportStatusEvent::Run(),0.08143773176420468,2,1
PopulateReportBlame,0.24431319529261405,8,1
js::mjit::JaegerShotAtSafePoint,0.0,1,1
"nsIFrame::InvalidateInternal(nsRect const&, int, int, nsIFrame*, unsigned int)",0.5131469051041792,150,1
_cairo_spline_error_squared,0.3185642104669068,34,1
GCGraphBuilder::NoteScriptChild,0.4480301178252223,53,2
js::gc::Chunk::releaseArena(js::gc::ArenaHeader*),0.33258924940055645,579,1
fun_finalize,0.3668530782850255,27,1
BindNameToSlot,0.4677254328804213,82,4
XPCWrappedNative::GetFlatJSObject(),0.08143773176420468,2,1
nsXULWindow::GetDocShell(nsIDocShell**),0.0,1,1
RtlpDeCommitFreeBlock | RtlpCoalesceFreeBlocks,0.2658073351266717,17,1
CallTypeSniffers,0.08143773176420468,2,1
@0x0 | ReleaseData,0.07478392981391614,3,1
F_213315267___________,0.3371173754902168,30,1
UnlinkFunctionBoxes,0.37873203064406585,35,1
"nsNavHistory::AutoCompleteFeedback(int, nsIAutoCompleteController*)",0.08143773176420468,2,1
sqlite3VdbeMemFinalize,0.0,1,1
"nsAccUtils::GetHeaderCellsFor(nsIAccessibleTable*, nsIAccessibleTableCell*, int, nsIArray**)",0.0,1,1
"js::GetFlatUpvar(JSContext*, JSObject*, int, js::Value*)",0.12215659764630703,4,3
js_NewGCShortString(JSContext*),0.2961803820864437,19,2
avgssff.dll@0xe8d0,0.5889480003879529,1199,1
js::StackFrame::prevpcSlow(js::mjit::CallSite**),0.18336757216618904,6,1
_spin_lock$VARIANT$mp,0.19054167802809835,34,1
floor,0.08143773176420468,2,1
nsXULTemplateBuilder::Uninit(int),0.5779009967099263,1800,1
nvwgf2um.dll@0x9bf22,0.08143773176420468,2,1
nsComponentManagerImpl::GetServiceByContractID,0.0,1,2
js_ErrorToException,0.0,1,1
F445589076_______________________________________________________________,0.4559910816544111,154,1
storeEntityValue,0.0,6,1
"nsUrlClassifierHash<int>::FromPlaintext(nsACString_internal const&, nsICryptoHash*)",0.4870970559510792,565,1
js_NewObjectWithGivenProto,0.3885510329450628,34,5
hang | F_1180069599_________________________________________________________________________________,0.48018189349818013,100,1
nsDiskCacheStreamIO::Flush(),0.2817282642151927,11,1
FOGetNameInternal,0.0,1,1
nsHtml5ElementName::initializeStatics(),0.3513323010074765,42,1
je_free | mozutils.dll@0x2b0f,0.3904657034808163,36,1
objc_msgSend | HIToolbox@0x155fef,0.2531650670679912,20,1
ClassSelector_ClearEntry,0.22862461710944693,7,1
"mozilla::plugins::PPluginModuleChild::OnCallReceived(IPC::Message const&, IPC::Message*&)",0.0,1,1
nsStyleContext::DoGetStyleDisplay(int),0.4216082227161718,61,2
"nsAttrAndChildArray::GetAttr(nsIAtom*, int)",0.29235315815924984,15,1
PR_Unlock,0.4070716278852968,50,4
@0x0 | F_854888893________________________,0.31869848021100994,31,1
gfxFontFamily::ReadCMAP(),0.352074161453,30,2
SetPrintSettingsFromDevMode,0.0,1,1
orangetoolbar.dll@0x776a,0.459878355208964,628,1
js_NativeGet,0.3392609751009204,21,2
mozcomp.dll@0xab51,0.35685543744125026,41,1
hang | _SEH_prolog4,0.20535669374824558,7,3
je_free | mozutils.dll@0x2a1f,0.3904657034808163,36,1
GetWordFontOrGroup,0.18909255736720781,5,1
F1053314403___________________________________________________________,0.4515195417011508,73,1
nsThread::Shutdown(),0.21051348275425724,6,1
JSString::hasFlag(unsigned int),0.0,1,1
"mozilla::GenericFactory::CreateInstance(nsISupports*, nsID const&, void**)",0.19241620902887846,18,1
"nsComponentManagerImpl::CreateInstanceByContractID(char const*, nsISupports*, nsID const&, void**)",0.20535669374824558,7,1
nsURIHashKey::HashKey,0.47240902402638724,166,3
nsViewManager::IsViewInserted(nsView*),0.0,1,1
nsCSSRuleProcessor::RefreshRuleCascade(nsPresContext*),0.5314430743744301,240,1
libflashplayer.so@0x609295,0.16287546352840937,4,1
FlushNativeStackFrame,0.1290757509900526,3,3
libflashplayer.so@0x609292,0.18909255736720781,5,1
@0x0 | nsAttrName::ReleaseInternalName(),0.4844381335156651,119,1
ffplugin.dll@0x175244,0.3275367013663557,20,1
gfxASurface::Release(),0.47404260765410267,261,1
nsDocument::cycleCollection::UnmarkPurple(nsISupports*),0.34093667274216094,58,1
@0x0 | aticfx32.dll@0x10c98,0.11882969667116276,6,1
"gfxTextRun::GetAdvanceWidth(unsigned int, unsigned int, gfxTextRun::PropertyProvider*)",0.24431319529261405,8,1
js::AutoCompartment::enter,0.5980908704312384,5990,1
"memcpy | nsMemory::Clone(void const*, unsigned int)",0.2542427427785716,10,1
gfxReleaseSharedState,0.0,1,1
"operator new(unsigned int) | gfxTextRun::operator new(unsigned int, unsigned int, unsigned int)",0.14597560725923098,6,1
nsStringBuffer::Release(),0.4885163384505098,95,1
PR_GetSocketOption,0.1290757509900526,3,1
memcpy | DoReplace,0.1290757509900526,3,1
memcpy | _NLG_Return2,0.0,22,1
_cairo_atomic_int_dec_and_test,0.2542427427785716,10,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsTArray_base<nsTArrayDefaultAllocator>::EnsureCapacity(unsigned int, unsigned int) | nsTArray<unsigned int, nsTArrayDefaultAllocator>::AppendElements<unsigned int>(unsigned int const*, unsign...",0.5652862398508908,680,2
nsXPCWrappedJS::`scalar deleting destructor''(unsigned int),0.08143773176420468,2,2
JS_IsArrayObject,0.08143773176420468,2,1
JS_GetFunctionScript,0.08143773176420468,2,1
js::gc::MarkChildren,0.5231860535032845,176,3
RtlpWaitForCriticalSection | RtlEnterCriticalSection,0.5481860856211586,1629,5
nsFrameList::RemoveFrame,0.33235405315096894,51,6
"NS_TableDrivenQI(void*, QITableEntry const*, nsID const&, void**)",0.4781910133205354,111,1
"mozilla::`anonymous namespace''::ContainerState::ProcessDisplayItems(nsDisplayList const&, mozilla::FrameLayerBuilder::Clip&)",0.5578911131962184,570,1
XPCJSRuntime::GCCallback,0.16287546352840937,4,3
JS_free | PostMessageEvent::Run,0.1905294583146483,15,1
"nsExternalAppHandler::nsExternalAppHandler(nsIMIMEInfo*, nsACString_internal const&, nsIInterfaceRequestor*, nsAString_internal const&, unsigned int, int)",0.22862461710944693,7,1
little2_updatePosition,0.0,1,3
"memcpy | nsAString_internal::Replace(unsigned int, unsigned int, wchar_t const*, unsigned int)",0.19590978867134434,8,1
XPC_WN_Helper_GetProperty,0.3395892337443097,18,1
libc-2.13.so@0x10d714,0.472585343211527,203,1
MakePlaceholder,0.435469899388252,64,1
nsAttrValue::ResetMiscAtomOrString(),0.08143773176420468,2,1
nsHtml5TreeOpExecutor::RunFlushLoop(),0.47493287597055783,86,2
nsStyleContext::~nsStyleContext,0.5198420772489716,178,1
nsPresContext::MediaFeatureValuesChanged(int),0.12215659764630703,4,2
PickChunk,0.07478392981391614,3,1
F_1166855013_______________________________________________,0.37739741071742183,40,1
nsJSNPRuntime::OnPluginDestroy(_NPP*),0.5423628153387432,314,1
"nsLocalFile::OpenANSIFileDesc(char const*, _iobuf**)",0.0,2,1
js::gc::MarkObject,0.49091143785493935,187,1
js_IsAboutToBeFinalized,0.5846439631085997,595,2
nsDisplayText::GetBounds(nsDisplayListBuilder*),0.24431319529261405,8,1
"js_GetProperty(JSContext*, JSObject*, JSObject*, int, js::Value*)",0.4361111684169886,108,1
libnspr4.dylib@0x21f85,0.0,1,1
nsJSScriptTimeoutHandler::SetLateness(unsigned int),0.3395892337443097,18,1
array_getProperty,0.22862461710944693,7,1
js::gc::MarkString,0.4033950092657812,44,1
"js::mjit::stubs::CompileFunction(js::VMFrame&, unsigned int)",0.0,1,1
RtlpWaitOnCriticalSection | nvlsp64.dll@0x36b1,0.24017216220737392,27,1
LdrShutdownThread,0.40279363110309685,144,1
"TV_GetItemRect(_TREE*, _TREEITEM*, tagRECT*, unsigned int)",0.20535669374824558,7,1
fastzero_I,0.5538097119765644,502,2
nsCOMPtr_base::assign_with_AddRef | nsFactoryEntry::GetFactory,0.10429503336181481,12,1
nsAccessible::UpdateChildren(),0.2705302891314126,10,1
F291763843____________,0.0,1,1
ns_if_addref<nsIDOMStorageItem*>(nsIDOMStorageItem*),0.16287546352840937,4,1
pixman_fill_sse2,0.37151599126669477,62,1
linux-gate.so@0x424,0.18208877038704424,7,6
js_PutBlockObject,0.3837307468735482,39,3
js_UntrapScriptCode,0.08143773176420468,2,1
cairo_d2d_present_backbuffer,0.28554803515902977,216,7
mozilla::layers::SwapChainD3D9::PrepareForRendering(),0.4299916085407379,229,2
JSC::Yarr::Interpreter::interpret(),0.2581515019801053,9,2
"nsViewManager::UpdateWidgetArea(nsView*, nsIWidget*, nsRegion const&, nsView*)",0.2840975872185259,26,1
CdxmPlay::put_FileName(unsigned short*),0.18909255736720781,5,1
arena_dalloc_small | arena_dalloc | free | DefaultFreeEntry,0.5942559820474925,849,2
js_GetCallObject,0.4115094115709372,40,1
hang | kernelbase.dll@0x179b,0.5205354252186137,3887,1
specializeTreesToMissingGlobals,0.0,1,1
"nsImageBoxFrame::AttributeChanged(int, nsIAtom*, int)",0.4136587806186937,48,1
JSStackFrame::scopeChain(),0.3344324447382981,21,2
arena_dalloc_small | arena_dalloc | free | CloseDir,0.47892214798426397,216,1
CrashInJS,0.43293450055573557,432,3
FastConvertYUVToRGB32Row_SSE,0.2322593284404024,45,1
"gfxFontGroup::FindFontForChar(unsigned int, unsigned int, int, gfxFont*, unsigned char*)",0.352074161453,30,1
nsXULPopupManager::HidePopupsInDocShell(nsIDocShellTreeItem*),0.18909255736720781,5,1
CFRelease,0.0,1,1
js_NewGCString,0.38874767588623776,30,1
"nsBindingManager::GetBindingImplementation(nsIContent*, nsID const&, void**)",0.5789925474754432,541,1
JSC::ExecutablePool::ExecutablePool(unsigned int),0.12215659764630703,4,1
"nsEventDispatcher::Dispatch(nsISupports*, nsPresContext*, nsEvent*, nsIDOMEvent*, nsEventStatus*, nsDispatchingCallback*, nsCOMArray<nsPIDOMEventTarget>*)",0.3155712105862931,16,2
arena_dalloc_small | arena_dalloc | free | XPT_DestroyArena,0.4425510315746731,112,1
"nsCacheService::SearchCacheDevices(nsCString*, int, int*)",0.05293635161491743,6,1
hang | NtUserMessageCall | NtUserMessageCall | FindAccResource,0.3566401345575467,43,1
IsPercentageAware,0.20535669374824558,7,6
strlen | Flash Player@0x2e7bc4,0.3913587477698421,155,1
afurladvisor.dll@0x8a05,0.08143773176420468,2,1
nsUserFontSet::ReplaceFontEntry,0.20539045559481234,12,2
nsAccessible::Role(),0.08143773176420468,2,2
MacOSFontEntry::GetFontID(),0.08143773176420468,2,1
"js::Bindings::lookup(JSContext*, JSAtom*, unsigned int*)",0.2984283871930509,14,1
js_TraceStackFrame,0.1733064381137101,7,1
pref_DoCallback,0.0,1,1
nsGenericElement::GetScrollFrame(nsIFrame**),0.18909255736720781,5,1
nsCOMPtr_base::~nsCOMPtr_base() | nsThread::Shutdown(),0.21051348275425724,6,1
"nsXPConnect::Traverse(void*, nsCycleCollectionTraversalCallback&)",0.5830495070948589,701,4
mozilla::plugins::PluginScriptableObjectChild::CreateProxyObject(),0.24005422825472644,9,1
FlashPlayer-10.4-10.5@0x61bfd2,0.32450144377158274,39,1
nsGlobalWindow::IsInModalState(),0.16287546352840937,4,1
nsIFrame::GetOffsetToCrossDoc(nsIFrame const*),0.24652578667245106,11,1
wmp.dll@0x22933f,0.18336757216618904,6,1
js::Shape::markChildrenNotParent(JSTracer*),0.3073099441220331,15,1
GetWrapperFor,0.22862461710944693,7,1
FinalizeArenaList<JSObject_Slots2>,0.45763861787591864,127,1
"nsStyleContext::FindChildWithRules(nsIAtom const*, nsRuleNode*, nsRuleNode*, int)",0.08143773176420468,2,1
@0x0 | DoDeferredRelease<nsISupports*>,0.2964515798868058,15,1
nsCOMPtr_base::~nsCOMPtr_base | nsCachedStyleData::Destroy,0.08143773176420468,2,1
hang | mozilla::plugins::PPluginModuleParent::CallNP_Shutdown(short*),0.08143773176420468,2,2
